Date,XIV,SPX,10-Day-Rank,50-Day-Rank,10-Day-Range,50-Day-Range,Percent-Change,Volume,Vol_30D,Impl_vol_50D,Impl_vol_25D,Impl_vol_40D,Impl_vol 75D,Vix-Open,Vix-Close,VVIX,UX1,UX2,Contango,Futures-Percent,compound,neg,pos,VIX-Spike
1/18/11,14.657,1293.22,1,1,24.44,114.89,0.14,1003669120,6.06,11.56,11.95,11.72,13.85,15.87,16.19,75.94,16.2,18.5,1,0.141975309,0.1658,0.074307692,0.140692308,0
1/19/11,13.802,1294.52,1,1,25.74,116.19,-1.01,843204992,7.06,12.5,12.81,12.63,15.85,17.31,15.89,79.77,18,20.1,1,0.116666667,-0.090222222,0.130666667,0.117,0
1/20/11,13.963,1280.85,5,5,23.68,116.19,-0.13,967917184,7.08,8.73,10.32,9.4,13.4,17.99,17.81,83.7,19,20.95,1,0.102631579,0.167281818,0.1,0.198909091,0
1/21/11,13.835,1283.63,4,4,23.68,116.19,0.24,1068159552,7.05,14.45,12.85,13.78,17.66,18.47,17.03,82.69,18.4,20.55,1,0.116847826,0.0458875,0.119,0.12225,1
1/24/11,14.131,1283.29,5,5,23.68,116.19,0.58,762207296,7.04,13.91,12.47,13.32,16.92,17.65,18.78,85.41,18.85,21.15,1,0.122015915,0.1395625,0.0808125,0.1889375,0
1/25/11,14.2,1288.17,3,3,21.94,116.19,0.03,848282240,7.03,14.02,12.39,13.37,17.28,17.59,18.22,82.97,18.6,20.75,1,0.115591398,0.5045,0.034,0.270166667,0
1/26/11,14.736,1291.97,3,3,18.87,116.19,0.42,872437120,7.08,12.75,11.44,12.24,15.42,16.64,17,82.67,17.95,20.2,1,0.125348189,-0.066376923,0.130230769,0.078384615,1
1/27/11,15.054,1297.51,1,1,16.66,119.18,0.22,810751744,6.78,12.55,11.26,12.05,15.11,16.15,16.84,79.43,17.45,19.7,1,0.128939828,0.329233333,0.053166667,0.17125,0
1/28/11,13.75,1299.63,1,1,18.78,121.3,-1.79,1041028608,8.86,16.12,14.13,15.31,19.71,20.04,15.94,77.04,17.3,19.38,1,0.120231214,-0.007766667,0.120111111,0.088888889,0
1/31/11,13.765,1276.5,10,12,23.13,116.67,0.77,949293632,9.09,15.53,13.4,14.7,19.38,19.53,19.61,91.52,18.85,20.45,1,0.084880637,-0.018506667,0.133,0.139,0
2/1/11,14.457,1289.14,5,6,23.13,116.67,1.67,849970432,10.19,13.62,12.36,13.13,16.23,17.63,18.59,86.08,18.75,20.15,1,0.074666667,0.321577778,0.066666667,0.194111111,0
2/2/11,14.472,1305.91,1,1,29.41,122.95,-0.27,731132672,10.18,13.3,11.89,12.76,16.13,17.3,17.82,84.48,17.95,19.55,1,0.08913649,0.089008333,0.10575,0.138083333,0
2/3/11,14.677,1302.77,2,2,29.41,122.95,0.24,794558464,10.16,12.29,11.15,11.85,14.59,16.69,17.53,83.16,18.25,19.75,1,0.082191781,0.0929,0.096916667,0.139166667,0
2/4/11,15.006,1307.01,1,1,30.51,124.05,0.29,716198848,10.13,11.51,10.47,11.11,13.72,15.93,16.64,81.75,17.55,19.15,1,0.091168091,0.34746,0.0597,0.2335,0
2/7/11,15.235,1311.85,1,1,35.35,128.89,0.62,697234496,10.23,12.2,11.41,11.89,14.18,16.28,16.14,81.11,17.15,18.6,1,0.084548105,0.283077778,0.096222222,0.250222222,0
2/8/11,15.5025,1318.76,1,1,42.26,135.8,0.42,667090240,10.25,11.25,10.58,10.98,13.35,15.81,16.29,80.54,16.95,18.45,1,0.088495575,0.26236,0.0645,0.1682,0
2/9/11,15.371,1322.48,1,1,45.98,139.52,-0.28,758073984,10.34,11.69,10.91,11.39,14.03,15.87,16.27,78.93,16.95,18.45,1,0.088495575,-0.14275,0.213166667,0.101416667,0
2/10/11,15.38,1318.13,3,3,45.98,135.88,0.07,923048064,10.3,11.04,10.2,10.71,13.52,16.09,16.74,82.11,17.2,18.6,1,0.081395349,-0.12882,0.1777,0.089,0
2/11/11,15.666,1318.66,3,3,45.98,115.67,0.55,781984384,10.34,10.13,9.69,9.96,12.71,15.69,16.53,83.73,17.1,18.4,1,0.076023392,0.201266667,0.078833333,0.192666667,0
2/14/11,15.8,1328.73,1,1,39.59,108.8,0.24,678552384,9.93,10.66,10.53,10.61,13.5,15.95,16.07,84.5,16.6,18,1,0.084337349,-0.016375,0.147375,0.0875,0
2/15/11,15.603,1330.43,1,1,27.66,106.56,-0.32,744670592,10,10.91,10.79,10.86,14.28,16.37,16.3,82.67,16.4,17.95,1,0.094512195,0.092683333,0.110833333,0.09225,0
2/16/11,15.392,1329.51,2,2,27.66,105.41,0.63,800352640,10.04,9.85,10.5,10.11,14.39,16.72,16.31,84.38,17.8,18.8,1,0.056179775,-0.004525,0.13575,0.165083333,0
2/17/11,15.218,1334.37,1,1,27.36,109.35,0.31,716751936,9.99,7.06,9.46,8.11,12.48,16.59,17.01,83.05,18.1,19.2,1,0.060773481,0.078858333,0.148166667,0.17325,1
2/18/11,15.085,1340.38,1,1,28.53,110.24,0.19,1009097216,9.92,12.73,11.28,12.14,15.86,16.43,16.59,83.03,18.45,19.57,1,0.060704607,0.293558333,0.083416667,0.18475,0
2/22/11,13.2491,1338.91,2,2,22.25,106.53,-2.05,1043634240,11.99,17.03,14.9,16.13,21.15,20.8,19.46,85.47,19.3,20.4,1,0.056994819,-0.136657143,0.142857143,0.088285714,0
2/23/11,12.623,1315.44,10,11,24.94,104.04,-0.61,1053304000,12.16,17.39,14.93,16.38,21.74,22.13,20.84,99.18,20.8,21.6,1,0.038461538,-0.103264286,0.190642857,0.122928571,0
2/24/11,12.7309,1307.09,10,13,33.29,104.04,-0.1,943755328,11.91,16.71,14.29,15.73,20.83,21.32,22.28,99.04,22.4,22.7,1,0.013392857,0.108884615,0.094307692,0.162692308,0
2/25/11,13.554,1307.34,9,13,33.29,104.04,1.06,730596288,12.25,15.18,13,14.32,19,19.22,20.41,94.07,21.3,22.05,1,0.035211268,0.364085714,0.038,0.181,1
2/28/11,14.098,1321.61,7,8,33.29,104.04,0.56,964948352,12.18,14.85,12.92,14.1,18.19,18.35,19.12,86.17,20.05,20.8,1,0.037406484,0.359671429,0.028357143,0.214785714,0
3/1/11,13.059,1328.64,6,7,33.29,96.75,-1.57,921121600,13.17,16.57,14.41,15.72,20.03,21.01,17.63,81.78,19.1,20.15,1,0.054973822,0.0895125,0.1015,0.196375,0
3/2/11,13.02,1305.47,10,19,34.91,94.62,0.16,809778816,12.77,16.62,14.39,15.75,20.19,20.7,20.73,89.28,21.05,21.65,1,0.028503563,0.344346154,0.070923077,0.260384615,0
3/3/11,13.644,1312.37,7,14,34.91,90.95,1.72,845611008,13.65,14.06,12.2,13.35,17.26,18.6,19.27,87.55,20.3,20.85,1,0.027093596,0.0666,0.111916667,0.165916667,0
3/4/11,13.317,1330.73,3,4,34.91,85.72,-0.74,826873536,13.89,16.12,14.07,15.33,19.54,19.06,18.56,82.36,19.65,20.6,1,0.048346056,0.3916,0.055384615,0.205153846,0
3/7/11,12.948,1322.72,4,9,33.44,85.72,-0.83,834883520,14.09,17.44,15.32,16.62,20.82,20.66,19.37,81.48,20.15,21.2,1,0.052109181,-0.06972,0.1269,0.081,1
3/8/11,13.219,1311.05,7,18,25.26,85.72,0.89,774982016,14.31,15.65,13.74,14.92,18.61,19.82,20.58,84.32,20.9,21.8,1,0.043062201,0.168626667,0.086666667,0.181666667,0
3/9/11,13.043,1319.92,5,12,25.26,83.62,-0.14,711228992,14.28,16.09,14.14,15.34,19.12,20.22,20.05,80.84,20.3,21.3,1,0.049261084,0.049672727,0.103636364,0.135181818,1
3/10/11,12.382,1315.72,6,16,25.26,83.62,-1.89,913644608,15.43,19.69,17.79,18.95,22.61,21.88,21.37,84.89,21.05,21.8,1,0.035629454,0.087292857,0.076571429,0.124571429,0
3/11/11,12.706,1293.43,10,30,37.3,83.62,0.71,739828416,14.53,15.81,14.19,15.18,18.36,20.08,21.72,88.16,22.3,23,1,0.031390135,0.081609091,0.109727273,0.134545455,0
3/14/11,12.582,1301.19,9,27,37.3,83.62,-0.61,766079424,14.51,18.73,17.11,18.1,21.31,21.13,21.79,83.21,21.81,22.52,1,0.032553874,-0.260571429,0.184214286,0.045785714,0
3/15/11,12.031,1288.46,10,35,42.27,82.76,-1.12,1057813376,13.99,20.6,18.92,19.95,23.62,24.32,25.66,83.89,24.7,24,0,-0.028340081,-0.07084,0.1518,0.0813,0
3/16/11,11.044,1279.46,10,42,51.27,71.6,-1.95,1202293760,15.1,25.48,23.14,24.57,30.22,29.4,24.65,89.68,23.1,23.65,1,0.023809524,0.193542857,0.074428571,0.169428571,0
3/17/11,11.451,1261.61,10,50,69.12,78.77,1.34,869807808,15.69,14.21,14.43,14.3,18.27,26.37,26.94,112.39,24,24.21,1,0.00875,0.18941,0.0764,0.157,1
3/18/11,11.74,1276.71,9,43,61.11,78.77,0.43,1498962176,15.73,20.24,17.1,18.91,25.29,24.44,23.9,101.45,23.55,24.4,1,0.036093418,-0.105681818,0.1,0.062,0
3/21/11,12.66,1281.65,7,41,58.31,78.77,1.5,801526528,16.29,17.42,14.93,16.4,21.35,20.61,22.1,96.28,22.4,22.9,1,0.022321429,0.09378,0.1018,0.1364,0
3/22/11,12.722,1298.29,4,29,58.31,78.77,-0.36,648417344,16.25,17.08,14.76,16.14,20.58,20.21,20.53,89.17,21.6,22.4,1,0.037037037,-0.0627375,0.122625,0.073875,0
3/23/11,13.195,1292.19,5,34,54.11,78.77,0.29,710224384,16.27,15.77,13.86,15,18.81,19.17,20.59,87.39,21.7,22.33,1,0.029032258,-0.069308333,0.1825,0.14325,0
3/24/11,13.541,1300.61,2,28,39.58,78.77,0.93,707924480,16.54,14.82,12.98,14.09,17.77,18,18.45,84.77,20.15,21.3,1,0.05707196,0.206425,0.094666667,0.163,0
3/25/11,13.56,1311.8,1,20,50.19,78.77,0.32,667164736,16.48,14.66,12.89,13.97,17.52,17.91,17.87,84.17,19.95,21.05,1,0.055137845,-0.194175,0.1789375,0.0856875,0
3/28/11,13.389,1315.45,1,17,53.84,78.77,-0.27,603884480,16.47,15.14,13.38,14.45,17.99,19.44,18.31,84.53,19.8,21.05,1,0.063131313,0.029533333,0.173444444,0.114222222,0
3/29/11,13.7,1309.37,3,23,53.84,78.77,0.71,599063744,16.6,14.73,12.93,14.04,17.74,18.16,19.17,89.94,20.3,21.55,1,0.061576355,-0.130014286,0.204,0.068285714,0
3/30/11,13.958,1321.89,1,11,60.28,78.77,0.67,690857216,16.62,13.76,12.2,13.16,16.56,17.71,17.82,84.96,19.35,20.65,1,0.067183463,0.259218182,0.055545455,0.166727273,1
3/31/11,13.987,1327.44,1,9,50.73,78.77,-0.18,830426240,16.59,13.43,11.93,12.85,16.17,17.74,17.9,82.75,19.3,20.75,1,0.075129534,0.232207692,0.116615385,0.175,0
4/1/11,14.116,1329.48,1,7,47.83,78.77,0.5,745055872,16.66,12.8,11.46,12.28,15.31,17.4,16.68,82.51,19.05,20.5,1,0.076115486,0.40395,0.0795,0.213125,0
4/4/11,14.254,1333.56,1,4,41.37,78.77,0.03,599572736,15.4,13.28,11.82,12.72,16.1,17.5,17.63,81.98,18.9,20.35,1,0.076719577,-0.012355556,0.161555556,0.138,0
4/5/11,14.49,1332.03,2,5,41.37,78.77,-0.02,676136192,15.26,12.07,10.97,11.64,14.49,17.25,17.87,81.84,18.7,20.3,1,0.085561497,0.258925,0.082916667,0.172916667,0
4/6/11,14.557,1335.94,1,3,35.33,78.77,0.22,745264256,15.26,11.5,10.48,11.1,14.16,16.9,16.75,81.44,18.2,19.95,1,0.096153846,0.304877778,0.073333333,0.207555556,0
4/7/11,14.44,1334.82,2,4,26.57,78.77,-0.15,736208640,14.97,12.19,11.25,11.83,14.78,17.11,16.92,83.22,18.35,19.95,1,0.08719346,-0.095614286,0.139,0.069571429,0
4/8/11,14.173,1336.16,1,3,26.79,78.77,-0.4,610850560,14.94,12.97,11.9,12.55,15.84,17.87,16.51,82.39,18.2,20.1,1,0.104395604,0.1645,0.067833333,0.1245,0
4/11/11,14.32,1329.01,7,13,26.79,78.77,-0.28,625380672,14.14,13.85,13.04,13.54,16.98,16.59,16.74,83.43,18.55,20.65,1,0.113207547,-0.064458333,0.18475,0.124,0
4/12/11,14.198,1321.96,9,19,14.27,78.77,-0.78,712603456,14.35,14.63,13.81,14.31,18.05,17.09,17.58,84.16,18.65,20.7,1,0.109919571,0.209481818,0.104454545,0.175454545,0
4/13/11,14.417,1314.03,10,29,22.13,78.77,0.02,674949120,13.36,11.52,11.82,11.64,14.87,16.92,16.33,85.36,18.4,20.35,1,0.105978261,0.348728571,0.065142857,0.226,1
4/14/11,14.541,1311.13,10,33,25.03,78.77,0.01,695320576,13.18,9.77,11.45,10.48,14.3,16.27,17.77,86.04,18.55,20.55,1,0.107816712,0.4444,0.037,0.2385,0
4/15/11,14.871,1314.54,8,29,25.03,78.77,0.39,905223488,12.98,13.36,11.45,12.58,16.71,15.32,15.97,86.07,18,20.3,1,0.127777778,0.317842857,0.049785714,0.2125,1
4/18/11,14.512,1313.35,9,31,25.03,78.77,-1.1,838011968,13.12,14.03,12.06,13.23,17.45,16.96,18.3,85.72,17.2,19.9,1,0.156976744,-0.119753846,0.187538462,0.082461538,0
4/19/11,15.253,1305.99,10,39,30.17,78.77,0.57,703791680,13.25,12.93,11.23,12.25,15.96,15.83,16.62,89.11,17.3,20.05,1,0.158959538,0.065176923,0.112615385,0.167692308,0
4/20/11,15.874,1319.12,5,23,30.17,78.77,1.35,835115584,12.5,12.26,10.76,11.67,15.04,15.07,14.31,85.73,18.35,20.5,1,0.117166213,0.05203,0.128,0.162,0
4/21/11,16.337,1333.23,2,8,30.17,78.77,0.53,708759872,12.43,11.69,10.3,11.15,14.26,14.69,14.71,86.21,18,20.1,1,0.116666667,0.04595,0.1182,0.124,1
4/25/11,16.719,1337.14,1,3,31.15,78.77,-0.16,576954944,12.27,12.35,10.85,11.77,15.04,15.77,15.64,87.71,17.8,19.9,1,0.117977528,0.237472727,0.080727273,0.146545455,0
4/26/11,17.09,1336.75,2,4,31.15,78.77,0.9,782045760,11.88,12.16,10.76,11.62,14.74,15.62,15.36,87.68,17.25,19.4,1,0.124637681,0.135692308,0.100384615,0.144769231,1
4/27/11,17.303,1348.43,1,1,42.44,86.82,0.62,763433344,9.91,12.11,10.83,11.61,14.36,15.35,15.37,85.72,17.05,19.05,1,0.117302053,0.076553333,0.1318,0.169666667,0
4/28/11,17.544,1353.86,1,1,47.87,92.25,0.36,780435776,9.35,11.06,10.09,10.68,12.92,14.62,15.54,83.21,17,18.75,1,0.102941176,0.300372727,0.075,0.173636364,0
4/29/11,17.492,1360.14,1,1,54.15,98.53,0.23,1160790656,9.33,11.66,10.67,11.27,13.56,14.75,14.56,82.89,16.62,18.34,1,0.103489771,0.110391667,0.107333333,0.10825,0
5/2/11,16.985,1365.21,1,1,59.22,103.6,-0.18,764689600,8.53,12.42,11.43,12.03,14.45,15.99,15.07,83.98,16.5,18.15,1,0.1,-0.11291,0.1511,0.1275,1
5/3/11,16.625,1359.76,3,3,59.22,103.6,-0.34,815306688,8.52,12.76,11.5,12.27,15.26,16.7,16.35,88.5,17.5,18.9,1,0.08,-0.053984615,0.130692308,0.103,0
5/4/11,16.419,1355.9,4,4,46.09,103.6,-0.69,849155968,8.88,12.93,11.59,12.41,15.48,17.08,16.84,90.62,17.65,19.4,1,0.099150142,-0.128933333,0.192222222,0.067555556,0
5/5/11,15.954,1344.16,7,7,31.98,103.6,-0.91,857823744,9.05,15.58,13.87,14.92,18.75,18.2,17.68,91.39,18.15,19.75,1,0.08815427,0.094558333,0.149583333,0.145666667,0
5/6/11,16.325,1340.24,8,8,28.46,103.6,0.38,806154752,9.07,14.95,13,14.2,18.72,18.4,17.17,95.08,18.2,19.75,1,0.085164835,-0.131083333,0.167,0.112833333,0
5/9/11,16.821,1340.2,9,9,28.46,103.6,0.45,595494336,9.07,13.31,12.03,12.81,15.83,17.16,18.59,94.43,17.9,19.45,1,0.086592179,0.0192,0.14,0.108333333,0
5/10/11,17.422,1348.34,7,7,25.01,103.6,0.81,655810624,9.14,11.36,10.46,11.01,13.55,15.91,16.84,90.86,17.25,18.5,1,0.072463768,0.105585714,0.063642857,0.166285714,0
5/11/11,17.1,1354.51,5,5,25.01,103.6,-1.11,894507456,9.65,13.72,12.47,13.23,16.13,16.95,16.27,87.56,16.75,18.2,1,0.086567164,0.07883,0.1011,0.1458,0
5/12/11,17.2639,1339.39,10,12,25.82,103.6,0.49,825678592,9.72,12.28,11.36,11.92,14.46,16.03,17.27,96.25,17.65,18.95,1,0.073654391,0.059763636,0.124363636,0.146727273,0
5/13/11,17.034,1348.69,5,7,25.82,103.6,-0.81,821303552,9.96,13.43,12.42,13.04,15.85,17.07,16.02,93.57,16.55,18.25,1,0.102719033,0.281466667,0.123,0.2285,0
5/16/11,16.697,1334.77,10,19,24.99,103.6,-0.62,790246464,10.14,15.56,14.49,15.14,18.45,18.24,17.86,93.86,17.4,18.7,1,0.074712644,0.202033333,0.099,0.197533333,0
5/17/11,17,1326.1,10,26,29.8,103.6,-0.04,800532224,10.14,14.78,13.9,14.44,17.87,17.55,18.54,94.44,17.85,18.98,1,0.063305322,0.1327,0.154666667,0.155777778,0
5/18/11,17.441,1328.54,9,25,28.41,103.6,0.88,740387584,10.46,10.82,11.23,10.99,14.08,16.23,17.56,93.64,18.6,20.09,1,0.080107527,0.178633333,0.115555556,0.152,1
5/19/11,17.81,1342.4,4,11,28.41,103.6,0.22,700199936,10.47,8.24,10.68,9.29,12.26,15.52,15.9,90.7,17.95,19.65,1,0.094707521,0.1530125,0.124625,0.1395,0
5/20/11,17.6182,1342,5,12,28.41,103.6,-0.77,778073216,10.67,13.45,11.68,12.74,16.72,17.43,15.88,87.53,17.8,19.65,1,0.103932584,0.119672727,0.149909091,0.179,1
5/23/11,17.016,1333.07,8,24,28.41,103.6,-1.19,680585600,11.24,14.85,13.05,14.12,17.94,18.27,20.03,90.23,18.6,20.2,1,0.086021505,0.118685714,0.152714286,0.099142857,0
5/24/11,17.074,1317.7,10,34,36.81,103.6,-0.08,675261952,10.99,14.51,12.79,13.82,17.44,17.82,18.07,92.08,18.5,20.3,1,0.097297297,0.06153,0.1488,0.167,0
5/25/11,17.57,1316.36,10,35,32.33,103.6,0.32,771186816,11.03,13.84,12.21,13.2,16.62,17.07,18.26,88.47,18.4,20.15,1,0.095108696,0.035035714,0.142357143,0.156,0
5/26/11,17.934,1320.64,8,33,32.33,103.6,0.4,706888128,11.09,12.85,11.38,12.28,15.44,16.09,17.17,85.29,17.8,19.7,1,0.106741573,0.329909091,0.084363636,0.238636364,0
5/27/11,18.279,1325.69,7,31,26.04,88.5,0.41,551926272,11.1,12.9,11.52,12.37,15.42,15.98,16.11,81.48,17.4,19.25,1,0.106321839,0.242154545,0.127818182,0.221,0
5/31/11,18.815,1331.1,4,26,26.04,83.56,1.06,975977792,10.92,12.66,11.44,12.19,14.94,15.45,15.85,81.46,16.75,18.65,1,0.113432836,0.022122222,0.133777778,0.097222222,0
6/1/11,17.546,1345.2,1,10,28.84,73.02,-2.28,914963712,12.98,14.87,13.22,14.24,17.83,18.3,15.95,80.92,16.7,18.7,1,0.119760479,0.015554545,0.099181818,0.128363636,1
6/2/11,17.777,1314.55,10,41,30.65,73.02,-0.12,775900992,12.3,15.2,13.49,14.54,18.05,18.09,17.92,87.59,17.85,19.55,1,0.095238095,0.080984615,0.124923077,0.147307692,0
6/3/11,17.766,1312.94,10,45,32.26,64.6,-0.97,737094976,12.48,15.33,13.87,14.77,17.71,17.95,18.23,85.22,17.9,19.35,1,0.081005587,-0.33803,0.255,0.0506,0
6/6/11,17.488,1300.26,10,50,44.94,64.95,-1.08,759752960,12.82,16.46,15.07,15.92,18.79,18.49,18.42,85.54,18,19.5,1,0.083333333,-0.104475,0.171875,0.063,0
6/7/11,17.678,1286.31,10,50,58.89,78.9,-0.1,761978624,12.42,15.18,14.06,14.74,16.99,18.07,18.13,88.15,17.85,19.45,1,0.089635854,0.177341667,0.125083333,0.165583333,0
6/8/11,17.393,1284.63,10,50,60.57,80.58,-0.42,776884864,12.2,15.95,14.85,15.52,17.9,18.79,18.15,83.72,18.2,19.5,1,0.071428571,-0.23873,0.1793,0.0703,0
6/9/11,17.928,1279.63,10,50,65.57,85.58,0.74,695352832,12.41,14.36,13.28,13.94,16.39,17.77,18.2,88.98,18.35,19.45,1,0.059945504,0.049275,0.141,0.126916667,0
6/10/11,17.355,1288.6,7,47,65.57,85.58,-1.4,798538176,12.87,15.23,14.23,14.84,17.34,18.86,17.93,85.65,17.8,18.95,1,0.064606742,-0.080281818,0.173909091,0.138545455,1
6/13/11,17.038,1271.31,10,50,73.89,93.9,0.07,693631616,12.9,16.09,15.13,15.71,18.6,19.61,19.1,93.34,18.8,19.5,1,0.037234043,0.09659,0.1104,0.1903,1
6/14/11,17.545,1272.22,9,49,73.89,93.9,1.26,713130560,13.64,14.27,13.98,14.15,16.41,18.26,18.56,98.35,18.95,19.75,1,0.042216359,0.325044444,0.044777778,0.196888889,0
6/15/11,16.081,1287.87,5,45,43.24,93.9,-1.74,856800512,14.37,18.07,17.17,17.72,21.56,21.32,19.31,91.74,19.5,20.24,1,0.037948718,0.163244444,0.133555556,0.211,1
6/16/11,15.232,1265.53,10,50,47.41,99.68,0.17,850086016,14.24,12.19,13.24,12.62,16.34,22.73,21.37,105.07,21.4,21.65,1,0.011682243,0.334881818,0.056,0.294454545,0
6/17/11,15.496,1268.58,9,49,34.73,99.68,0.31,1285998848,14.22,18.58,16.07,17.52,22.66,21.85,21.56,100.39,20.95,21.95,1,0.047732697,0.10154,0.1174,0.1399,0
6/20/11,16.174,1271.5,7,47,23.07,99.68,0.54,618769792,14.26,17.51,15.19,16.54,21.35,19.99,22.99,95.31,21.9,22.4,1,0.02283105,-0.058815385,0.133307692,0.112153846,1
6/21/11,16.7,1278.4,5,45,23.07,99.68,1.34,653988736,14.68,15.71,13.76,14.91,19.05,18.86,19.46,90.25,20.15,20.86,1,0.035235732,-0.233654545,0.182090909,0.053181818,1
6/22/11,16.558,1295.48,1,39,29.95,99.68,-0.65,641414912,14.46,15.42,13.7,14.71,18.35,18.52,18.86,90.55,19.85,20.8,1,0.047858942,0.070644444,0.148111111,0.193222222,0
6/23/11,16.542,1286.6,4,41,29.95,99.68,-0.28,914047168,14.33,17.21,15.06,16.33,20.58,19.29,20.23,91.71,20.6,21.5,1,0.04368932,0.086354545,0.171818182,0.191,0
6/24/11,15.854,1283.04,4,43,29.95,99.68,-1.17,1141080576,14.52,18.2,15.97,17.29,21.69,21.1,19.2,93.09,19.9,20.75,1,0.042713568,0.026709091,0.135545455,0.146909091,1
6/27/11,16.11,1268.44,9,49,29.95,99.68,0.92,676895616,14.82,17.45,15.29,16.58,20.83,20.56,21.6,99.14,20.9,21.5,1,0.028708134,0.032475,0.141625,0.13175,0
6/28/11,16.74,1280.21,5,42,29.95,99.68,1.3,615825408,15.41,16.23,14.23,15.44,19.58,19.17,20.3,94.29,20.55,21,1,0.02189781,0.161823077,0.081153846,0.198384615,1
6/29/11,17.55,1296.85,1,34,31.32,99.68,0.83,725588672,15.38,13.5,11.91,12.89,16.47,17.27,18.62,90.33,19.35,19.95,1,0.031007752,0.0501,0.108818182,0.109272727,1
6/30/11,18.29,1307.64,1,32,39.2,99.68,1.01,783905600,15.71,12.44,11.32,12,14.68,16.52,16.67,85.9,18.35,19.3,1,0.051771117,0.181914286,0.081142857,0.177071429,0
7/1/11,19,1320.64,1,26.5,52.2,99.68,1.44,650184064,16.16,11.99,11.18,11.67,13.97,15.87,16.06,81.08,17.7,18.75,1,0.059322034,0.185458333,0.110666667,0.187083333,0
7/5/11,18.91,1339.59,1,16,71.15,99.68,-0.13,691916288,15.72,12.62,11.81,12.31,14.55,16.06,16.32,78.64,17.1,18.2,1,0.064327485,0.004333333,0.162555556,0.170555556,0
7/6/11,18.64,1337.56,2,18,71.15,99.68,0.1,628787072,15.72,12.96,12.17,12.65,14.94,16.34,16.46,81.34,17.2,18.39,1,0.069186047,0.16323,0.0571,0.1371,0
7/7/11,19.17,1339.62,1,16,71.18,99.68,1.04,666189888,15.97,12.87,12.83,12.86,14.01,15.95,15.3,82.69,17,17.95,1,0.055882353,0.106025,0.13025,0.167875,0
7/8/11,18.89,1352.39,1,7,83.95,99.68,-0.7,614534848,16.11,12.7,12.13,12.47,14.48,15.95,17.14,80.7,16.65,17.85,1,0.072072072,0.177766667,0.091222222,0.165888889,0
7/11/11,17.34,1343.31,2,11,83.95,99.68,-1.81,650841344,17.01,17.51,16.16,16.98,20.45,18.39,17.44,80.82,17.85,18.9,1,0.058823529,0.069177778,0.154111111,0.141111111,0
7/12/11,16.89,1319.61,7,27,72.18,99.68,-0.44,744327360,16.71,17.22,16,16.74,20.28,19.87,19.55,90.87,19.15,20,1,0.044386423,0.02632,0.0793,0.1257,0
7/13/11,16.9,1314.45,8,30,55.54,94.23,0.31,677858048,15.25,15.52,14.69,15.19,18.54,19.91,19.08,88.39,19.11,19.75,1,0.033490319,0.5712,0,0.292,0
7/14/11,16.28,1317.74,8,26,44.75,90.37,-0.67,739565184,15.39,12.77,13.03,12.88,16.25,20.8,20.08,88.92,19.69,19.94,1,0.0126968,0.3149,0.0235,0.196,0
